Date,Adj. Close,HL_PCT,PCT_Change
2004-08-19,50.32284179174976,8.441017090454373,0.3249675032496586
2004-08-20,54.32268893670621,8.537313432835818,7.227007227007233
2004-08-23,54.86937650886953,4.0623567171022446,-1.227880101119542
2004-08-24,52.597363020888004,7.753210389108816,-5.72635742538655
2004-08-25,53.164112522305025,3.966114747785907,1.1836578846888044
2004-08-26,54.1220696441692,3.143512325625842,2.820390662220099
2004-08-27,53.23934475700641,2.772258491815695,-1.8038852913968426
2004-08-30,51.162935079248456,3.411430251936075,-3.10600303951367
2004-08-31,51.343492442531755,1.517227877838688,0.048866301798293425
2004-09-01,50.280210192085654,3.3109260559847553,-2.385589094449851
2004-09-02,50.91216096357721,3.4667475237517738,2.442224240589375
2004-09-03,50.159838616563455,2.4365686669351567,-0.9311540366518014
2004-09-07,50.947269339771175,2.3993574942274853,0.5643005643005604
2004-09-08,51.30838406633777,2.51741293532338,1.5485407980941073
2004-09-09,51.313399548651205,1.6930693069306815,-0.1853658536585353
2004-09-10,52.82807520730555,5.192497532082928,3.804080023652313
2004-09-13,53.91643486931878,1.8316738681194826,0.8159054675044624
2004-09-14,55.917612312375354,4.878733963854287,3.7695457930007454
2004-09-15,56.17340191036003,3.656987295825772,1.3024602026049115
2004-09-16,57.16145192610475,3.716972682489924,1.450952465729027
2004-09-17,58.926901700430356,3.4698370761778965,2.683097360601287
2004-09-20,59.86479689304083,4.136336387770827,2.0607097050021355
2004-09-21,59.10244358140023,2.476384988511611,-1.9633943427620617
2004-09-22,59.37327962632518,2.448420511942466,0.7918263090676829
2004-09-23,60.59705731080088,4.794052298752354,1.6661056883204195
2004-09-24,60.100524561771806,3.6239144956579814,-0.9423824088617064
2004-09-27,59.313093838564086,2.6146010186757156,-1.0873201739712204
2004-09-28,63.62640862810958,5.9811995674236815,4.713165497317366
2004-09-29,65.74294216437494,6.9634793630674245,3.595985141863599
2004-09-30,65.00065078198803,2.5581395348837255,-0.2301788312458147
2004-10-01,66.4952645113887,4.142746314972863,1.360856269113162
2004-10-04,67.73910412511809,2.118928598075043,-0.1589355017556713
2004-10-05,69.39922877086177,4.756503327283737,2.7550868854894044
2004-10-06,68.75223155242995,1.8014705882352817,-0.4285610517904901
2004-10-07,69.63997192190615,2.438667154888323,1.6769185705916698
2004-10-08,69.07823790280256,1.941322434681055,-0.7208246233691294
2004-10-11,67.83941377138657,3.7429958909226917,-1.277279030727696
2004-10-12,68.91272698645953,3.155922038980509,2.163729645326775
2004-10-13,70.66814579615829,2.4771559109080554,-1.6336218933258952
