Date,Adj. Close,HL_PCT,PCT_Change
1980-12-12,0.42270591588018,0.4173913043483675,0.0
1980-12-15,0.40065169418209,0.4770642201830596,-0.47479912344734954
1980-12-16,0.37124606525129,0.47524752475308996,-0.4729996058342707
1980-12-17,0.38036181021984,0.5025125628136223,0.0
1980-12-18,0.39153594921354,0.4506196019532662,0.0
1980-12-19,0.41535450864748,0.4601769911500262,0.0
1980-12-22,0.43564439260973,0.4049949375638058,0.0
1980-12-23,0.45402291069148,0.3886010362699315,0.0
1980-12-24,0.47784147012542,0.39999999999964936,0.0
1980-12-26,0.52194991352162,0.33802816901259386,0.0
1980-12-29,0.52930132075432,0.36111111111078864,0.0
1980-12-30,0.51636284402477,0.3701594533026307,-0.36879432624080666
1980-12-31,0.50180705770402,0.35159683562892363,-0.3503649635040908
1981-01-02,0.50724709905622,0.7246376811595239,0.0
1981-01-05,0.49621998820717,0.35555555555601526,-0.35429583702437145
1981-01-06,0.47416576650907,0.37209302325629784,-0.37071362372615224
1981-01-07,0.45402291069148,0.3886010362699315,-0.3870967741940459
1981-01-08,0.44476013757828,0.39669421487654444,-0.39512676983916395
1981-01-09,0.46872572515688,0.37641154328567955,0.0
1981-01-12,0.46490299339587,0.8222643896282472,-0.8155583437906152
1981-01-13,0.44843584119463,0.42622950819634287,-0.42442050277468185
1981-01-14,0.45034720707513,0.39177277179286646,0.0
1981-01-15,0.45946295204368,0.8000000000001222,0.0
1981-01-16,0.45578724842733,0.3870967741918537,-0.3856041131088582
1981-01-19,0.48328151147762,0.39549741405502054,0.0
1981-01-20,0.46872572515688,0.37641154328567955,-0.3749999999983644
1981-01-21,0.47784147012542,0.7692307692308983,0.0
1981-01-22,0.48328151147762,0.7909948281100411,0.0
1981-01-23,0.48151717374177,0.7633587786260813,-0.3650745360515825
1981-01-26,0.47416576650907,0.37209302325629784,-0.37071362372615224
1981-01-27,0.47049006289272,0.781250000000133,-0.7751937984497435
1981-01-28,0.45578724842733,0.3870967741918537,-0.3856041131088582
1981-01-29,0.43917306808143,0.43521928356171546,-0.43333333333294966
1981-01-30,0.41535450864748,0.8849557522125387,-0.8771929824562871
1981-02-02,0.39153594921354,0.4506196019532662,-0.4485981308416976
1981-02-03,0.40609173553428,0.4706734250538958,0.0
1981-02-04,0.42079454999968,0.4542278127179779,0.0
1981-02-05,0.42079454999968,0.8735150244585621,0.0
1981-02-06,0.42270591588018,0.4173913043483675,0.0
1981-02-09,0.40065169418209,0.9174311926606881,-0.9090909090910442
1981-02-10,0.40065169418209,0.4770642201830596,0.0
1981-02-11,0.38771321745254,0.4929844520283797,-0.49056603773541246
1981-02-12,0.38418454198084,0.4592422502876202,-0.4571428571434456
1981-02-13,0.37492176886764,0.9803921568629023,-0.9708737864079211
1981-02-17,0.38418454198084,0.4592422502876202,0.0
1981-02-18,0.40065169418209,0.9174311926606881,0.0
1981-02-19,0.37683313474814,0.46820132657103214,-0.46601941747632947
1981-02-20,0.35654325078589,0.5360824742263346,-0.533223954060241
1981-02-23,0.36198329213809,0.5280259951254472,0.0
